city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,training_hours,target
0.698,Female,No relevent experience,no_enrollment,Masters,7,98,1
0.893,Male,Has relevent experience,no_enrollment,Masters,12,107,0
0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,20,28,1
0.926,Male,Has relevent experience,no_enrollment,Masters,20,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,80,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,20,96,0
0.624,Male,No relevent experience,no_enrollment,Graduate,4,11,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,46,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,20,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,8,46,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,10,14,0
0.91,Male,No relevent experience,Full time course,Graduate,1,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,17,0
0.92,Female,No relevent experience,no_enrollment,Graduate,3,40,0
0.939,Male,No relevent experience,Full time course,Graduate,7,31,1
0.762,Male,Has relevent experience,no_enrollment,Masters,8,45,0
0.855,Male,No relevent experience,no_enrollment,High School,11,32,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,8,85,0
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,6,110,0
0.802,Male,Has relevent experience,no_enrollment,Masters,11,35,0
0.762,Male,Has relevent experience,Full time course,Graduate,12,6,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,11,0
0.804,Male,Has relevent experience,no_enrollment,Masters,20,61,1
0.897,Male,Has relevent experience,no_enrollment,Masters,6,91,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,20,28,0
0.794,Male,Has relevent experience,Part time course,Graduate,7,50,0
0.682,Male,No relevent experience,no_enrollment,Graduate,6,204,0
0.926,Male,No relevent experience,no_enrollment,High School,5,256,0
0.92,Male,Has relevent experience,Full time course,Graduate,6,26,0
0.92,Male,Has relevent experience,no_enrollment,Masters,5,168,1
0.762,Male,No relevent experience,no_enrollment,Graduate,2,26,0
0.926,Male,Has relevent experience,no_enrollment,Masters,16,37,0
0.767,Male,No relevent experience,Full time course,High School,4,17,1
0.887,Male,Has relevent experience,no_enrollment,Graduate,20,42,1
0.926,Male,No relevent experience,Full time course,Graduate,10,67,0
0.895,Male,Has relevent experience,no_enrollment,Graduate,12,14,0
0.624,Male,No relevent experience,no_enrollment,Graduate,4,218,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,13,8,0
0.92,Male,Has relevent experience,Full time course,Masters,8,38,0
0.915,Male,Has relevent experience,no_enrollment,Graduate,8,26,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,50,0
0.92,Female,Has relevent experience,no_enrollment,Masters,20,120,1
0.762,Male,Has relevent experience,no_enrollment,Graduate,9,100,0
0.624,Male,Has relevent experience,Full time course,Graduate,4,198,1
0.92,Male,Has relevent experience,no_enrollment,Masters,20,80,1
0.802,Female,No relevent experience,Part time course,Graduate,3,144,1
0.754,Male,Has relevent experience,no_enrollment,Masters,20,41,0
0.698,Male,Has relevent experience,Full time course,Masters,20,28,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,20,0
0.878,Male,No relevent experience,no_enrollment,Graduate,14,45,0
0.92,Male,Has relevent experience,Full time course,Masters,6,55,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,28,0
0.939,Male,Has relevent experience,no_enrollment,Masters,6,96,0
0.682,Male,No relevent experience,Full time course,Graduate,9,42,0
0.939,Male,Has relevent experience,no_enrollment,Masters,10,66,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,8,0
0.804,Male,No relevent experience,no_enrollment,High School,4,94,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,40,1
0.92,Male,Has relevent experience,no_enrollment,Masters,20,42,0
0.92,Male,Has relevent experience,no_enrollment,Masters,7,8,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,128,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,5,25,1
0.55,Male,Has relevent experience,Full time course,Masters,4,37,1
0.624,Male,No relevent experience,no_enrollment,Graduate,6,21,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,4,90,0
0.8959999999999999,Male,No relevent experience,no_enrollment,High School,3,10,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,12,70,1
0.92,Male,No relevent experience,no_enrollment,Masters,6,106,1
0.769,Male,Has relevent experience,no_enrollment,Graduate,9,35,1
0.804,Male,No relevent experience,Full time course,Graduate,3,73,1
0.924,Male,No relevent experience,Full time course,Graduate,13,41,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,22,0
0.926,Male,Has relevent experience,no_enrollment,Masters,12,82,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,107,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,19,1
0.624,Male,Has relevent experience,Full time course,Graduate,3,116,1
0.92,Male,No relevent experience,Full time course,High School,5,55,0
0.624,Male,Has relevent experience,no_enrollment,Masters,4,78,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,20,114,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,56,0
0.624,Male,No relevent experience,Full time course,High School,5,6,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,7,15,0
0.92,Male,No relevent experience,no_enrollment,Graduate,6,54,0
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,20,29,0
0.91,Male,No relevent experience,no_enrollment,Graduate,8,23,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,11,206,1
0.899,Male,No relevent experience,no_enrollment,Graduate,20,24,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,13,101,0
0.878,Male,No relevent experience,Full time course,Masters,9,56,0
0.92,Male,Has relevent experience,no_enrollment,Masters,10,21,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,77,0
0.926,Male,Has relevent experience,no_enrollment,High School,4,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,326,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,20,1
0.84,Male,Has relevent experience,Full time course,Graduate,9,34,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,20,31,1
0.91,Male,Has relevent experience,Full time course,Graduate,5,52,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,4,19,0
0.769,Male,No relevent experience,no_enrollment,Graduate,11,18,1
0.897,Male,No relevent experience,no_enrollment,Masters,20,4,0
0.887,Male,No relevent experience,no_enrollment,High School,4,37,0
0.804,Male,No relevent experience,Full time course,Graduate,2,116,1
0.698,Male,No relevent experience,Full time course,High School,7,28,0
0.91,Male,No relevent experience,Full time course,High School,12,42,0
0.855,Female,No relevent experience,Full time course,Graduate,3,17,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,58,0
0.91,Male,Has relevent experience,Part time course,Graduate,10,206,0
0.92,Male,No relevent experience,no_enrollment,Graduate,10,57,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,7,40,1
0.624,Male,No relevent experience,no_enrollment,High School,4,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,1,28,0
0.866,Male,Has relevent experience,no_enrollment,Phd,20,154,0
0.878,Male,No relevent experience,Full time course,Graduate,3,26,1
0.903,Male,Has relevent experience,Part time course,Graduate,20,6,0
0.691,Male,No relevent experience,no_enrollment,Graduate,10,32,0
0.91,Male,Has relevent experience,no_enrollment,High School,1,96,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,70,1
0.624,Male,No relevent experience,Full time course,High School,7,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,290,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,168,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,55,1
0.926,Male,Has relevent experience,no_enrollment,High School,11,34,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,14,8,0
0.926,Male,No relevent experience,no_enrollment,High School,4,63,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,21,0
0.926,Male,Has relevent experience,no_enrollment,Masters,9,123,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,10,292,0
0.55,Male,No relevent experience,no_enrollment,Graduate,1,7,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,48,1
0.742,Male,Has relevent experience,no_enrollment,Graduate,4,188,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,42,0
0.893,Male,Has relevent experience,no_enrollment,High School,16,73,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,156,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,103,1
0.794,Other,No relevent experience,no_enrollment,Masters,1,15,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,39,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,12,96,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,20,70,0
0.91,Male,Has relevent experience,no_enrollment,Masters,16,4,0
0.624,Male,Has relevent experience,Full time course,Graduate,3,51,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,6,0
0.893,Male,Has relevent experience,Full time course,High School,9,68,0
0.91,Male,No relevent experience,no_enrollment,Phd,9,90,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,9,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,145,0
0.855,Female,No relevent experience,no_enrollment,Masters,3,9,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,26,0
0.939,Male,Has relevent experience,no_enrollment,High School,4,42,0
0.92,Other,Has relevent experience,no_enrollment,Masters,18,45,1
0.92,Male,Has relevent experience,Full time course,Masters,15,166,0
0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,20,72,0
0.555,Female,Has relevent experience,Part time course,Masters,20,135,1
0.624,Male,No relevent experience,no_enrollment,Masters,6,138,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,31,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,25,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,8,0
0.92,Male,No relevent experience,no_enrollment,Graduate,4,32,0
0.855,Male,Has relevent experience,no_enrollment,Masters,10,162,0
0.92,Male,No relevent experience,no_enrollment,Primary School,10,53,0
0.804,Male,Has relevent experience,no_enrollment,Masters,13,12,0
0.843,Female,Has relevent experience,no_enrollment,Masters,7,6,1
0.802,Male,Has relevent experience,no_enrollment,Graduate,4,31,0
0.913,Male,Has relevent experience,no_enrollment,Masters,7,5,0
0.738,Male,Has relevent experience,no_enrollment,Masters,13,66,1
0.527,Male,Has relevent experience,no_enrollment,Graduate,20,94,0
0.92,Male,Has relevent experience,Full time course,Graduate,10,39,0
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,16,103,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,7,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,15,80,0
0.92,Male,Has relevent experience,Part time course,Graduate,3,11,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,89,1
0.624,Male,Has relevent experience,no_enrollment,Masters,4,32,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,19,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,9,157,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,110,0
0.926,Male,Has relevent experience,no_enrollment,High School,20,90,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,17,1
0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,7,56,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,109,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,11,118,0
0.878,Male,Has relevent experience,no_enrollment,Masters,10,9,0
0.899,Male,Has relevent experience,no_enrollment,Graduate,10,48,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,9,0
0.92,Male,No relevent experience,Full time course,High School,4,111,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,14,28,0
0.92,Male,No relevent experience,no_enrollment,Graduate,20,17,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,109,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,6,3,0
0.92,Male,No relevent experience,no_enrollment,Primary School,1,192,0
0.949,Male,No relevent experience,no_enrollment,Masters,20,136,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,34,0
0.91,Male,Has relevent experience,Full time course,Graduate,9,48,0
0.887,Male,Has relevent experience,Part time course,Graduate,4,94,0
0.624,Female,Has relevent experience,no_enrollment,Graduate,4,172,1
0.893,Male,No relevent experience,no_enrollment,Graduate,20,166,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,18,0
0.92,Male,No relevent experience,no_enrollment,Graduate,3,9,0
0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,2,62,0
0.89,Male,Has relevent experience,no_enrollment,Primary School,7,20,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,15,51,0
0.92,Female,Has relevent experience,no_enrollment,Masters,10,16,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,20,108,0
0.698,Male,No relevent experience,no_enrollment,Graduate,3,326,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,10,1
0.92,Male,No relevent experience,Full time course,High School,5,53,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,17,0
0.915,Male,Has relevent experience,no_enrollment,Graduate,9,20,0
0.887,Male,Has relevent experience,no_enrollment,Masters,17,14,0
0.92,Male,No relevent experience,no_enrollment,Masters,7,16,0
0.624,Male,No relevent experience,Full time course,Graduate,6,61,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,57,1
0.743,Female,No relevent experience,Full time course,High School,4,22,0
0.92,Female,No relevent experience,no_enrollment,Graduate,2,10,0
0.92,Male,Has relevent experience,no_enrollment,Masters,4,127,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,26,0
0.6890000000000001,Male,No relevent experience,Full time course,High School,1,30,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,16,27,0
0.897,Female,Has relevent experience,no_enrollment,Masters,7,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,48,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,10,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,62,0
0.897,Male,No relevent experience,Full time course,Graduate,2,17,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,54,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,144,0
0.92,Male,Has relevent experience,Part time course,Graduate,20,42,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,4,44,0
0.92,Male,Has relevent experience,no_enrollment,Phd,20,25,0
0.926,Male,Has relevent experience,no_enrollment,Masters,12,154,0
0.939,Male,No relevent experience,Full time course,High School,3,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,84,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,166,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,9,145,0
0.921,Male,Has relevent experience,no_enrollment,Graduate,20,35,0
0.89,Female,Has relevent experience,no_enrollment,Graduate,16,22,0
0.926,Male,No relevent experience,Full time course,High School,6,45,0
0.895,Female,No relevent experience,Full time course,Graduate,7,21,1
0.738,Male,Has relevent experience,no_enrollment,Masters,12,216,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,20,11,0
